district,mandal,village,lat,long,date,value
ADILABAD,Adilabad,Adilabad,19.668299,78.5247,01/01/22,5.65
ADILABAD,Bazarhatnur,Bazarhatnur,19.458888,78.350833,01/01/22,3.67
ADILABAD,Bela,Chandpally,19.684431,78.848456,01/01/22,7.72
ADILABAD,Bheempur,Arli,19.83196,78.37931,01/01/22,7.45
ADILABAD,Bheempur,Bheempur,19.772188,78.417841,01/01/22,5.67
ADILABAD,Boath,Boath,19.342416,78.316527,01/01/22,5.9
ADILABAD,Gudihatnoor,Gudihatnoor,19.525555,78.512222,01/01/22,5.3
ADILABAD,Jainath,Bhoraj,19.739722,78.546472,01/01/22,11.32
ADILABAD,Jainath,Jainath,19.730555,78.64,01/01/22,3.05
ADILABAD,Narnoor,Narnoor,19.495665,78.852654,01/01/22,2.67
ADILABAD,Neradigonda,Neradigonda,19.29375,78.41216,01/01/22,8.65
ADILABAD,Talamadugu,Devapur,19.612944,78.463111,01/01/22,6.15
ADILABAD,Talamadugu,Talamadugu,19.6334,78.396899,01/01/22,4.12
ADILABAD,Tamsi,Tamsi,19.6811,78.426799,01/01/22,3.51
ADILABAD,Utnoor,Utnoor,19.367777,78.782777,01/01/22,4.5
BHADRADRI,Allapalli,Allapalli,17.82975,80.475008,01/01/22,6.64
BHADRADRI,Allapalli,Markodu,17.91444,80.507666,01/01/22,6.12
BHADRADRI,Annapureddypalli,Annapureddypalli,17.355422,80.82226,01/01/22,13.08
BHADRADRI,Ashwapuram,Ammagaripalli,17.865166,80.85051,01/01/22,1.93
BHADRADRI,Ashwapuram,Aswapuram,17.847626,80.803745,01/01/22,5.33
BHADRADRI,Ashwapuram,Aswapuram,17.835944,80.825667,01/01/22,4.02
BHADRADRI,Ashwapuram,ASWARAOPET (D),17.243444,81.109888,01/01/22,30.66
BHADRADRI,Aswaraopet (S),Aswaraopet (S),17.244199,81.110599,01/01/22,30.65
BHADRADRI,Aswaraopeta,Duradapadu,17.43166,81.090311,01/01/22,7.36
BHADRADRI,Aswaraopeta,Gummadivalli,17.416861,81.178305,01/01/22,2.22
BHADRADRI,Aswaraopeta,NANDIPADU,17.455835,81.128705,01/01/22,2.6
BHADRADRI,Aswaraopeta,Vinayakapuram,17.34561,81.12147,01/01/22,9.17
BHADRADRI,Bhadrachalam,Bhadrachalam,17.666775,80.900922,01/01/22,6.09
BHADRADRI,Burgampad,Krishnasagar,17.709524,80.811524,01/01/22,7.46
BHADRADRI,Burgampad,M.Banjara,17.6447,80.7911,01/01/22,7.15
BHADRADRI,Chandrugonda,Cherla,18.07449,80.83124,01/01/22,4.06
BHADRADRI,Chandrugonda,Maddukuru,17.356111,80.675527,01/01/22,17.49
BHADRADRI,Chandrugonda,Ravikampadu,17.3986,80.6106,01/01/22,6.56
BHADRADRI,Cherla,Chinmedisileru,18.061388,80.853833,01/01/22,5.87
BHADRADRI,Chunchupalli,Chunchupalli,17.536377,80.612734,01/01/22,3.46
BHADRADRI,Dammapeta,Malkaram,17.310587,81.038879,01/01/22,8.77
BHADRADRI,Dammapeta,Mandalapalli,17.235972,81.008986,01/01/22,39.65
BHADRADRI,Dammapeta,Patwarigudem,17.346638,80.9629722,01/01/22,10.36
BHADRADRI,Dummugudem,Bandirevu,17.921194,80.9155,01/01/22,3.79
BHADRADRI,Dummugudem,Dummugudem,17.8523,80.8937,01/01/22,1.53
BHADRADRI,Gundala,Gundala,17.906,80.33055,01/01/22,3.66
BHADRADRI,Gundala,Kanchanapalli,17.792225,80.42243,01/01/22,3.78
BHADRADRI,Gundala,Mamakannu,17.865819,80.412727,01/01/22,6.6
BHADRADRI,Gundala,Sainapalli,17.95777,80.34505,01/01/22,3.64
BHADRADRI,Gundala,Settupalli,17.810477,80.303583,01/01/22,2.78
BHADRADRI,Julurpadu,P. Narsapuram,17.44733,80.526444,01/01/22,8.28
BHADRADRI,Julurpadu,Papakollu,17.4183,80.4828,01/01/22,3.57
BHADRADRI,Kalvala nagaram*,karakagudem,18.014193,80.619051,01/01/22,2.97
BHADRADRI,Karakagudem,Karakagudem,18.034655,80.568147,01/01/22,1.79
BHADRADRI,Kothagudem,Kothagudem,17.544858,80.61844,01/01/22,21.35
BHADRADRI,Laxmidevipalli,Bangaruchelka,17.756305,80.602444,01/01/22,3.24
BHADRADRI,Laxmidevipalli,Laxmidevipalli,17.563756,80.624863,01/01/22,5.47
BHADRADRI,Manuguru,Manuguru,17.955072,80.83008,01/01/22,5.76
BHADRADRI,Manuguru,Pagideru,17.970111,80.73386,01/01/22,2.13
BHADRADRI,Mulakalapalli,Mulakalapalli (D),17.5036,80.831899,01/01/22,8.2
BHADRADRI,Mulakalapalli,MULAKALAPALLI (S),17.419666,80.481383,01/01/22,9.93
BHADRADRI,Mulakalapalli,N. Jaganadhapuram,17.4343055,80.86475,01/01/22,9.02
BHADRADRI,Mulakalapalli,Pusugudem            (Pakeer thanda),17.541869,80.763222,01/01/22,3.51
BHADRADRI,Mulakalapalli,Thimmampet,17.541769,80.9327222,01/01/22,4.56
BHADRADRI,Palwancha,Danthalaboru,17.586194,80.839666,01/01/22,5.32
BHADRADRI,Palwancha,Pathapalwancha,17.540083,80.503527,01/01/22,3.76
BHADRADRI,Palwancha,REGELLA,17.949174,80.576312,01/01/22,1.77
BHADRADRI,Palwancha,Ulavanoor,17.780799,80.679199,01/01/22,4.7
BHADRADRI,Palwancha,Yanmbailu,17.678111,80.663944,01/01/22,4.31
BHADRADRI,Pinapaka,Dugenepalli,18.12886,80.64669,01/01/22,2.77
BHADRADRI,Pinapaka,Potlapalli ,18.038255,80.684305,01/01/22,4.92
BHADRADRI,Sujathanagar,Sarvaram (Gudithanda),17.5277166,80.58608,01/01/22,3.57
BHADRADRI,Sujathanagar,Sujathanagar,17.48378,80.57759,01/01/22,7.42
BHADRADRI,Tekulapalli,Bethampudi,17.564333,80.449277,01/01/22,7.92
BHADRADRI,Tekulapalli,Bodu,17.674399,80.443599,01/01/22,4.22
BHADRADRI,Tekulapalli,Mutyalampadu,17.540083,80.503522,01/01/22,4.92
BHADRADRI,Tekulapalli,Sulanagar,17.543558,80.501917,01/01/22,3.7
BHADRADRI,Yellandu,Komararam,17.707922,80.317501,01/01/22,3.9
BHADRADRI,Yellandu,Narayanapuram D,17.5125,80.374999,01/01/22,4.63
BHADRADRI,Yellandu,NARAYANAPURAM S,17.51269,80.37816,01/01/22,4.63
BHADRADRI,Yellandu,Rompedu,17.647382,80.299749,01/01/22,4.29
BHADRADRI,Yellandu,Sudimalla,17.589836,80.354077,01/01/22,3.87
BHUPALPALLY,Bhupalpally,Bhupalpally,18.441128,79.876922,01/01/22,4.43
BHUPALPALLY,Bhupalpally,Gudadpally,18.389256,79.8072,01/01/22,4.12
BHUPALPALLY,Bhupalpally,Nandigama,18.46163889,80.08775,01/01/22,2.38
BHUPALPALLY,Chityala,Chityala,18.337481,79.671932,01/01/22,3.02
BHUPALPALLY,Chityala,Jadalpet,18.383433,79.736111,01/01/22,4.17
BHUPALPALLY,Ghanpur Mulug,Chelpur(D),18.37641667,79.83125,01/01/22,5.14
BHUPALPALLY,Ghanpur Mulug,Chelpur(S),18.375514,79.835062,01/01/22,5.91
BHUPALPALLY,Ghanpur Mulug,Velthurlapally,18.29822222,79.89383333,01/01/22,3.24
BHUPALPALLY,Kataram,Jadaraopet,18.69579,79.883779,01/01/22,12.97
BHUPALPALLY,Kataram,Medipally,18.550111,79.923666,01/01/22,17.03
BHUPALPALLY,Kataram,Regulagudem,18.623722,79.868777,01/01/22,33.96
BHUPALPALLY,Kataram,Shankarampally 125(D),18.603804,79.898529,01/01/22,17.34
BHUPALPALLY,Kataram,Shankarampally 47,18.61308333,79.88513889,01/01/22,18.28
BHUPALPALLY,Maha Mutharam,Stambampally,18.563899,79.9927,01/01/22,1.87
BHUPALPALLY,Maha Mutharam,Yatnaram,18.573833,80.152333,01/01/22,4.02
BHUPALPALLY,Mahadevpur,Ambatipalli,18.695678,80.061858,01/01/22,19.87
BHUPALPALLY,Mahadevpur,Annaram,18.762444,79.843138,01/01/22,18.89
BHUPALPALLY,Mahadevpur,Kaleswaram,18.803055,79.905444,01/01/22,11.53
BHUPALPALLY,Mahadevpur,Mahadevpur -125D,18.72627778,79.97925,01/01/22,11.01
BHUPALPALLY,Mahadevpur,Mahadevpur 199D,18.72627778,79.97925,01/01/22,12.38
BHUPALPALLY,Mahadevpur,Mahadevpur 75NC,18.799999,79.916666,01/01/22,10.63
BHUPALPALLY,Malhar Rao,Mallaram,18.556805,79.785777,01/01/22,5.21
BHUPALPALLY,Mogullapalli,Aknepally,18.3631,79.6103,01/01/22,4.86
BHUPALPALLY,Mogullapalli,Rangapur,18.27063889,79.68827778,01/01/22,5.39
BHUPALPALLY,Palimela,Kamanpally,18.625166,80.245666,01/01/22,1.92
BHUPALPALLY,Palimela,Lenkalagadda,18.674833,80.129555,01/01/22,9.37
BHUPALPALLY,Palimela,Sarvaipet,18.683222,80.238166,01/01/22,14.63
BHUPALPALLY,Regonda,Gorikothapally,18.179599,79.814499,01/01/22,5.23
BHUPALPALLY,Regonda,Regonda,18.239999,79.7775,01/01/22,6.01
BHUPALPALLY,Tekumatla,Ramakrishnapuram,18.419,79.630499,01/01/22,4.13
HYDERABAD,Ameerpet,"DIRECTOR WOMEN AND CHILD WELFARE, YOUSUFGUDA",17.262,78.262,01/01/22,
HYDERABAD,Ameerpet,S.R.Nagar,17.264,78.262,01/01/22,19.25
HYDERABAD,Ameerpet,"STDC Chest Hospital, Erragadda",17.264,78.264,01/01/22,12.85
HYDERABAD,Asifnagar,"Govt. Polytechnic, Masab Tank.",17.241,78.271,01/01/22,6.12
HYDERABAD,Asifnagar,Himayanagar,17.235,78.265,01/01/22,2.59
HYDERABAD,Asifnagar,Kulsanapur,17.223,78.203,01/01/22,3.59
HYDERABAD,Bandlaguda,Chandraingutta,17.195,78.29,01/01/22,10.58
HYDERABAD,Bhadurpura,Bahadurpura,17.21,78.273,01/01/22,1.7
HYDERABAD,Charminar,Darul Shifa,17.222,78.295,01/01/22,5.51
HYDERABAD,Himayathnagar,"Fever Hospital, Nallakunta",17.235,78.3,01/01/22,5.46
HYDERABAD,Himayathnagar,Indira Park,17.256,78.283,01/01/22,2.57
HYDERABAD,Khairathabad,"CME premises, Chinthalbasti",17.243,78.274,01/01/22,6.41
HYDERABAD,Khairathabad,"CME premises, Chinthalbasti",17.325,78.272,01/01/22,6.6
HYDERABAD,Khairathabad,Khairathabad,,,01/01/22,
HYDERABAD,Khairathabad,T.S..Secretariat,17.243,78.281,01/01/22,
HYDERABAD,Maredpally,"Govt.Jr.College,West Maredpally",17.264,78.292,01/01/22,4.31
HYDERABAD,Maredpally,Maredpally(s),17.264,78.303,01/01/22,11.23
HYDERABAD,Musheerabad,Musheerabad,17.253,78.302,01/01/22,5.87
HYDERABAD,Nampally,Nampally,17.252,78.286,01/01/22,3.45
HYDERABAD,Saidabad,Juvinile home,17.102,78.172,01/01/22,3.56
HYDERABAD,Secunderabad ,"Sanjeevaiah Park, Hussian Sagar.",17.295,78.272,01/01/22,3.1
HYDERABAD,Shaikpet,Shaikpet,17.253,78.265,01/01/22,
HYDERABAD,Shaikpet,"Vengal Rao Park, Srinagar colony",,,01/01/22,3.37
HYDERABAD,Tirmalgiri,"NIMH,Hasmathpet",17.281,78.292,01/01/22,6.68
JAGITYAL,Beerpur,Kandlapalle,19.027722,78.961055,01/01/22,2.49
JAGITYAL,Dharmapuri,Dharmapuri,18.946944,79.101944,01/01/22,4.76
JAGITYAL,Dharmapuri,Jaina,19.00419,79.0429,01/01/22,4.5
JAGITYAL,Gollapalli,Gollapalli,18.7906,79.0522,01/01/22,5.52
JAGITYAL,Ibrahimpatnam,Ibrahimpatnam,18.898611,78.579444,01/01/22,2.59
JAGITYAL,Jagityal,Jagityal,18.46311,78.54365,01/01/22,6.08
JAGITYAL,Jagityal,Morapally,18.49379,78.51353,01/01/22,2.88
JAGITYAL,Kathalapur,Kathalapur,18.752777,78.689722,01/01/22,1.02
JAGITYAL,Kodimal,Chepial,18.624722,78.935833,01/01/22,4.64
JAGITYAL,Korutla,Ilapur,18.8561,78.7039,01/01/22,5.55
JAGITYAL,Korutla,Korutla,18.818611,78.706388,01/01/22,6.35
JAGITYAL,Mallapur,Mallapur,18.993948,78.770044,01/01/22,5.4
JAGITYAL,Mallapur,VV Raopet,18.9647,78.706399,01/01/22,4.29
JAGITYAL,Mallial,Nukapalli,18.709399,78.922199,01/01/22,3.56
JAGITYAL,Medipally,Desaipet,18.4223,78.45427,01/01/22,2.29
JAGITYAL,Medipally,Katlakunta,18.843888,78.813333,01/01/22,3.44
JAGITYAL,Medipally,Rangapur,18.758416,78.792333,01/01/22,1.96
JAGITYAL,Metpalli,Metpalli,18.847777,78.620555,01/01/22,
JAGITYAL,Metpalli,Atmakur,18.752194,78.620111,01/01/22,6.63
JAGITYAL,Metpalli,Bandalingapur,18.830899,78.5853,01/01/22,1.66
JAGITYAL,Metpalli,Metla Chittapur,18.781131,78.588005,01/01/22,2.31
JAGITYAL,Pegadapalli,Pegadapalli,18.706388,79.064444,01/01/22,3.84
JAGITYAL,Raikal,Bornapally,19.026499,78.8235,01/01/22,3.42
JAGITYAL,Raikal,Itikyal,18.9192,78.760618,01/01/22,1.95
JAGITYAL,Raikal,Raikal,18.910338,78.802852,01/01/22,2.38
JAGITYAL,Raikal,Vodde lingapur,18.959166,78.837222,01/01/22,2.45
JAGITYAL,Sarangapur,Rachapalli,18.931444,78.931444,01/01/22,3.47
JAGITYAL,Sarangapur,Sarangapur,18.929722,78.958055,01/01/22,4.31
JAGITYAL,Velgatur,Chegyam,18.814499,79.273599,01/01/22,2.53
JAGITYAL,Velgatur,Stambampally,18.861,79.161,01/01/22,5.29
JAGITYAL,Velgatur,Velgatur,18.835299,79.169699,01/01/22,4.19
JANGAON,Bachannapet,Bachannapet,17.7908,79.0422,01/01/22,3.54
JANGAON,Bachannapet,Padamati Keshapur,17.838299,78.9394,01/01/22,4.02
JANGAON,Chilpur,Kistajigudem,,,01/01/22,4.4
JANGAON,Chilpur,Malkapur,,,01/01/22,6.13
JANGAON,Devaruppula,Devaruppula,17.537399,79.356199,01/01/22,2.56
JANGAON,Devaruppula,Singarajupalli,17.5919,79.273799,01/01/22,4.19
JANGAON,Ghanpur stn,Chagal,17.838699,79.3604,01/01/22,11.86
JANGAON,Ghanpur stn,Namiligonda,,,01/01/22,1.07
JANGAON,Jangaon,Jangaon,17.697299,79.147399,01/01/22,2.54
JANGAON,Jangaon,Siddanki,17.7676,79.0981,01/01/22,6.51
JANGAON,Kodakandla,Kodakandla,17.5258,79.514399,01/01/22,6.78
JANGAON,Lingala ghanpur,Jeedikal,17.6084,79.161299,01/01/22,3.87
JANGAON,Lingala ghanpur,Lingala ghanpur,17.659099,79.1997,01/01/22,4.49
JANGAON,Lingala ghanpur,Vadicherla,17.6606,79.236499,01/01/22,0.83
JANGAON,Narmetta,Machupahad,17.87118,79.222159,01/01/22,5.26
JANGAON,Narmetta,Veldanda,17.858198,79.124717,01/01/22,3.89
JANGAON,Palakurthi,Gudur,17.736265,79.409394,01/01/22,2.85
JANGAON,Palakurthi,Palakurthi,17.669099,79.422499,01/01/22,4.79
JANGAON,Raghunadhapalli,Ibrahimpur,,,01/01/22,5.4
JANGAON,Raghunadhapalli,Nidigonda,17.740555,79.233333,01/01/22,3.65
JANGAON,Raghunadhapalli,Raghunadhapalli,17.747222,79.26,01/01/22,6.62
JANGAON,Tarigopulla,Tarigopulla,,,01/01/22,6.47
JANGAON,Zafergad,Kunur,17.847,79.4766,01/01/22,9.16
JANGAON,Zafergad,Zafergad,17.7651,79.487,01/01/22,5.65
JOGULAMBA(GADWAL),Alampur,Alampur,15.896441,78.121104,01/01/22,2.48
JOGULAMBA(GADWAL),Dharoor,Dharoor,16.224385,77.678908,01/01/22,6.07
JOGULAMBA(GADWAL),Dharoor,Neelahally,16.28659,77.61226,01/01/22,6.47
JOGULAMBA(GADWAL),Gadwal,Gadwal,16.2326,77.802099,01/01/22,1.9
JOGULAMBA(GADWAL),Gattu,Allor,,,01/01/22,6.07
JOGULAMBA(GADWAL),Gattu,Gattu,16.1287,77.5757,01/01/22,2.1
JOGULAMBA(GADWAL),Gattu,Induvasi,16.03913,77.5248,01/01/22,
JOGULAMBA(GADWAL),Ieeza,Eklaspur,16.04836,77.63844,01/01/22,11.8
JOGULAMBA(GADWAL),Ieeza,Ieeza,16.0255,77.66929,01/01/22,11.98
JOGULAMBA(GADWAL),Itikyal,Kodandapur,16.070099,77.831499,01/01/22,15.76
JOGULAMBA(GADWAL),K-T Doddi,Kondapur,16.24993,77.56556,01/01/22,4.31
JOGULAMBA(GADWAL),K-T Doddi,Kuchinerla,16.17976,77.52709,01/01/22,1.54
JOGULAMBA(GADWAL),Maldakal,Maldakal,15.9656,77.9533,01/01/22,1.32
JOGULAMBA(GADWAL),Manopad,Manopad,15.9656,77.9533,01/01/22,2.05
JOGULAMBA(GADWAL),Undavally,Pullur,15.91743,78.00845,01/01/22,18.95
JOGULAMBA(GADWAL),Undavally,Undavally,15.93461,78.03947,01/01/22,2.3
JOGULAMBA(GADWAL),Waddepalli,Santhinagar,15.939999,77.839,01/01/22,1.47
KAMAREDDY,Bansawada,Bansawada,18.392999,77.879,01/01/22,5.6
KAMAREDDY,Bansawada,Budimi,18.34,77.89,01/01/22,2.44
KAMAREDDY,Bhiknoor,Bhiknoor,18.195999,78.398999,01/01/22,2.98
KAMAREDDY,Bhiknoor,Issannapally,18.142899,78.4767,01/01/22,5.94
KAMAREDDY,Bhiknoor,P.D.Mallareddy,18.173,78.452999,01/01/22,19.6
KAMAREDDY,Bibipet,Bibipet,18.206539,78.526499,01/01/22,11.63
KAMAREDDY,BICHKUNDA,Pulkal,18.2356,77.4601,01/01/22,2.93
KAMAREDDY,Birkur,Birkur,18.47,77.802999,01/01/22,7.8
KAMAREDDY,Domakonda,Domakonda,18.249999,78.436,01/01/22,11.57
KAMAREDDY,Gandhari,Gandhari,18.396,78.107,01/01/22,15
KAMAREDDY,Gandhari,Ramlaxmanpally,18.319999,78.13,01/01/22,10.6
KAMAREDDY,Gandhari,Sarvapoor,18.3647,77.9851,01/01/22,9.7
KAMAREDDY,Jukkal,Jukkal,18.364,77.604,01/01/22,4.27
KAMAREDDY,Jukkal,Savargao,18.321675,77.649524,01/01/22,4.16
KAMAREDDY,Kamareddy,Adloor,18.343799,78.3435,01/01/22,9.17
KAMAREDDY,Kamareddy,Narasannapally,18.2686,78.361699,01/01/22,9.95
KAMAREDDY,Lingampet,Bhavanipet,18.279099,78.057999,01/01/22,8.95
KAMAREDDY,Lingampet,Khannapur,18.19,78.159999,01/01/22,14.33
KAMAREDDY,Lingampet,Mothe,18.31,78.17,01/01/22,7.29
KAMAREDDY,Machareddy,Machareddy,18.329,78.493,01/01/22,5.4
KAMAREDDY,Maddnur,Menoor,18.482999,77.652,01/01/22,6.56
KAMAREDDY,Maddnur,SOMUR,,,01/01/22,4.19
KAMAREDDY,Nagireddipet,Banjara Thanda,18.1449,78.081799,01/01/22,9.1
KAMAREDDY,Nagireddipet,Malthummeda,18.113999,78.141999,01/01/22,8.38
KAMAREDDY,Nasurullabad,Nasurullabad,18.467999,77.872999,01/01/22,3.54
KAMAREDDY,Nizamsagar,Achampet,18.209999,77.93,01/01/22,7.75
KAMAREDDY,Nizamsagar,Mohammadnagar,18.293098,77.908661,01/01/22,5.52
KAMAREDDY,Pedda Kodapgal,Shanthapur,18.1952,77.4355,01/01/22,4.5
KAMAREDDY,Pitlam,Maddela Cheruvu,18.35,77.849999,01/01/22,9.69
KAMAREDDY,Rajampet,Argonda,18.233999,78.272,01/01/22,14.73
KAMAREDDY,Rajampet,Kondapur,18.189999,78.279999,01/01/22,8.23
KAMAREDDY,RAMAREDDY,Reddypet,18.2433,78.2501,01/01/22,9.5
KAMAREDDY,Sadasivanagar,Sadasivanagar,18.406,78.264,01/01/22,8.1
KAMAREDDY,Tadwai,Yerrapahad,18.292999,78.222999,01/01/22,2.53
KAMAREDDY,Tadwai,Annaram,,,01/01/22,12.55
KAMAREDDY,Yellareddy,Yellareddy,18.194033,78.019817,01/01/22,11.54
KAMAREDDY,BANSWADA ,HANMAJIPET ,,,01/01/22,6.78
KAMAREDDY,BHIKNOOR ,KACHAPOOR ,,,01/01/22,10.7
KAMAREDDY,BHIKNOOR ,MALLUPALLY ,,,01/01/22,11.55
KAMAREDDY,BICHKUNDA ,DOULTHAPUR ,,,01/01/22,3.46
KAMAREDDY,BICHKUNDA ,GUNDE NEMLI ,,,01/01/22,9.46
KAMAREDDY,BICHKUNDA ,PD DADGI ,,,01/01/22,16.48
KAMAREDDY,DOMAKONDA ,AMBERPET ,,,01/01/22,4.74
KAMAREDDY,DOMAKONDA ,ANCHANOOR ,,,01/01/22,16.7
KAMAREDDY,GANDHARI ,CHADMAL ,,,01/01/22,
KAMAREDDY,GANDHARI ,GURJAL ,,,01/01/22,16
KAMAREDDY,LINGAMPET ,LINGAMPET ,,,01/01/22,2.79
KAMAREDDY,LINGAMPET ,PARMALLA,,,01/01/22,4.97
KAMAREDDY,MACHAREDDY ,RAJKHANPET ,,,01/01/22,5.13
KAMAREDDY,MADNOOR ,MADNOOR ,,,01/01/22,5.35
KAMAREDDY,MADNOOR ,RUSEGAON,,,01/01/22,2.82
KAMAREDDY,NAGIREDDYPET ,WADALPARTHY ,,,01/01/22,14.73
KAMAREDDY,NASRULLABAD ,BOMMADEVPALLY ,,,01/01/22,1.65
KAMAREDDY,NASRULLABAD ,BOPPASPALLY ,,,01/01/22,2.74
KAMAREDDY,NASRULLABAD ,MIRZAPUR ,,,01/01/22,6.19
KAMAREDDY,NIZAMSAGAR ,BURGUL ,,,01/01/22,4.31
KAMAREDDY,NIZAMSAGAR ,NARVA ,,,01/01/22,1.08
KAMAREDDY,NIZAMSAGAR ,VELGANOOR ,,,01/01/22,9.48
KAMAREDDY,PITLAM ,CHILLARGI ,,,01/01/22,5.32
KAMAREDDY,PITLAM ,GODMAGAON ,,,01/01/22,10.54
KAMAREDDY,PITLAM ,KURTHI / RAMPUR,,,01/01/22,7.3
KAMAREDDY,PITLAM ,NAGAMPALLY ,,,01/01/22,8.03
KAMAREDDY,PITLAM ,PITLAM ,,,01/01/22,8.42
KAMAREDDY,RAJAMPET ,SIDDAPOOR ,,,01/01/22,13.35
KAMAREDDY,RAMAREDDY ,DEVANPALLE ,,,01/01/22,8.45
KAMAREDDY,SADHASHIVNAGAR ,PADMAJI WADA ,,,01/01/22,11.85
KAMAREDDY,SADHASHIVNAGAR ,UTNOOR ,,,01/01/22,7
KAMAREDDY,TADWAI ,KANKAL,,,01/01/22,8.41
KAMAREDDY,YELLAREDDY ,THIMMAREDDY ,,,01/01/22,11.32
KAMAREDDY,YELLAREDDY ,YELLAREDDY ,,,01/01/22,11.54
KARIMNAGAR,Chigurumamidi,Bommanapalli,18.212599,79.230099,01/01/22,
KARIMNAGAR,Chigurumamidi,Chigurumamidi,18.23625,79.201111,01/01/22,3.5
KARIMNAGAR,Chigurumamidi,Ramancha,,,01/01/22,7.33
KARIMNAGAR,Choppadandi,Rukmapur,18.5334,79.1461,01/01/22,8.05
KARIMNAGAR,Ellandakunta ,Illanthukunta ,,,01/01/22,2.95
KARIMNAGAR,Gangadhara,Burugupally,18.638599,79.0333,01/01/22,6.26
KARIMNAGAR,Gangadhara,Gangadhara,18.579444,79.008888,01/01/22,14.87
KARIMNAGAR,Ganneruvaram,Mylaram,18.3692,79.0731,01/01/22,6.99
KARIMNAGAR,Huzurabad,Huzurabad,18.500305,79.144638,01/01/22,2.67
KARIMNAGAR,Jammikunta,Vavilala,18.3963,79.5529,01/01/22,2.98
KARIMNAGAR,Karimnagar,Nagnur,18.500305,79.144638,01/01/22,2.28
KARIMNAGAR,Karimnagar,Karimnagar,18.436111,79.128333,01/01/22,5.8
KARIMNAGAR,Keshavpatnam,Thadikal,,,01/01/22,3.82
KARIMNAGAR,Manakondur,Laxmipur,18.446611,79.285194,01/01/22,1.51
KARIMNAGAR,Ramadugu,Gundi,18.618833,79.087249,01/01/22,5.04
KARIMNAGAR,Saidapur,Saidapur,18.2148,79.305174,01/01/22,2.96
KARIMNAGAR,Thimmapur,Alugunur,,,01/01/22,3.21
KARIMNAGAR,Thimmapur,Nedunur,18.3117,79.1383,01/01/22,8.96
KARIMNAGAR,Veenavanka,Veenavanka,18.346111,79.420555,01/01/22,3.07
KHAMMAM,Bonakal,Mustikunta,17.040809,80.223141,01/01/22,1.07
KHAMMAM,Bonakal,Pedabeeravalli,17.05097222,80.30377778,01/01/22,1.45
KHAMMAM,Chintakani,Pandillapalli,17.14880556,80.17716667,01/01/22,1.5
KHAMMAM,Enkoor,Enkoor,17.32641667,80.44434167,01/01/22,6.4
KHAMMAM,Enkoor,Timmaraopeta,17.37421944,80.3667,01/01/22,2.4
KHAMMAM,Kallur,Kallur,17.209999,80.5467,01/01/22,2.65
KHAMMAM,Kamepalli,Kothalingala,17.429453,80.237801,01/01/22,4.72
KHAMMAM,Kamepalli,Ootkuru,17.45961111,80.29536111,01/01/22,6.25
KHAMMAM,Khammam (R ),Theerthala,,,01/01/22,1.92
KHAMMAM,Khammam (R ),M.V.Palem,17.2967,80.0969,01/01/22,3.86
KHAMMAM,Khammam(U),Khammam I,17.2333,80.1333,01/01/22,1.22
KHAMMAM,Khammam(U),Khammam-II,17.2525,80.143599,01/01/22,1.54
KHAMMAM,Konijerla,Gubbagurthi,17.28016667,80.36358333,01/01/22,1.17
KHAMMAM,Konijerla,Konijerla,17.2211,80.290799,01/01/22,1.52
KHAMMAM,Kusumanchi,Jakkapally,17.14038056,79.96790278,01/01/22,2.03
KHAMMAM,Kusumanchi,Kusumanchi,17.2208,79.958299,01/01/22,6.15
KHAMMAM,Madhira,Madhira,16.93955556,80.3685,01/01/22,10.2
KHAMMAM,Madhira,Nidhanapuram,16.92044444,80.41705556,01/01/22,3.3
KHAMMAM,Mudigonda,Banapuram,17.06283889,80.12111111,01/01/22,0.31
KHAMMAM,Mudigonda,Mudigonda,17.187499,80.0986,01/01/22,1.43
KHAMMAM,Nelakondapalli,Bodulabanda,17.0930556,80.0160833,01/01/22,1.27
KHAMMAM,Nelakondapalli,Buddaram,17.01656944,80.05926111,01/01/22,2.12
KHAMMAM,Penuballi,Lankapalli,17.20305556,80.73527778,01/01/22,11.6
KHAMMAM,Penuballi,Lingagudem,17.203055,80.735277,01/01/22,
KHAMMAM,Penuballi,Penuballi,17.2135,80.6656111,01/01/22,3.51
KHAMMAM,Penuballi,Tallapenta,,,01/01/22,4.65
KHAMMAM,Raghundhapalem,Erlapudi,17.32465,80.27065,01/01/22,3.91
KHAMMAM,Sathupalli,Cherukupalli,17.25627778,80.77747222,01/01/22,6.35
KHAMMAM,Sathupalli,Prakashnagar,17.194199,80.894199,01/01/22,34.38
KHAMMAM,Singareni,Madharam,17.53863889,80.22588889,01/01/22,2.77
KHAMMAM,Thallada,Anjanapuram,17.2147,80.4625,01/01/22,2.52
KHAMMAM,Thallada,Laxmipuram,17.16438056,80.49443889,01/01/22,3.39
KHAMMAM,Thirumalayapalem,Kakaravai,17.30661111,79.83988889,01/01/22,0.82
KHAMMAM,Thirumalayapalem,Tippareddigudem,17.37288889,79.98063889,01/01/22,2.5
KHAMMAM,Thirumalayapalem,Bachode,17.372877,79.980619,01/01/22,2.61
KHAMMAM,Thirumalayapalem,Tirumalayapalem,17.2997,79.900599,01/01/22,2.69
KHAMMAM,Vemsur,Vemsur,17.144199,80.805,01/01/22,1.88
KHAMMAM,Vemsur,Kallurigudem,17.11036111,80.74994444,01/01/22,9.91
